Preparation of Training Data time: 27.600 seconds
TRAINING: | Iteration [1/12] | Loss 0.59 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.410
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.840
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.842
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.036
Epoch: 466/10000 | Epoch Time: 0.103 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 1.453
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 1.969
TRAINING: | Iteration [3/12] | Loss 0.05 | Norm 3.092
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 1.112
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.816
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.350
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.365
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.703
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 4.236
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.165
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.314
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.510
Epoch: 467/10000 | Epoch Time: 0.104 seconds
TRAINING: | Iteration [1/12] | Loss 0.13 | Norm 2.604
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 0.425
TRAINING: | Iteration [3/12] | Loss 0.15 | Norm 3.282
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 2.604
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.377
TRAINING: | Iteration [6/12] | Loss 0.14 | Norm 2.688
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 2.611
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.636
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.439
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 3.052
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 3.048
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 2.631
Epoch: 468/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.588
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 3.764
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 2.981
TRAINING: | Iteration [4/12] | Loss 0.04 | Norm 1.131
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.691
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.071
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 3.704
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 2.922
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 3.263
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 2.631
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 0.751
TRAINING: | Iteration [12/12] | Loss 0.13 | Norm 3.085
Epoch: 469/10000 | Epoch Time: 0.101 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 3.049
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 2.361
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 3.201
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.721
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.621
TRAINING: | Iteration [6/12] | Loss 0.04 | Norm 0.600
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.016
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 2.303
TRAINING: | Iteration [9/12] | Loss 0.14 | Norm 2.315
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 0.572
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.546
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.350
Epoch: 470/10000 | Epoch Time: 0.104 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.04 | Norm 0.784
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 1.281
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 2.358
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.805
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.252
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.655
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 2.521
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.388
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.727
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.188
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.328
TRAINING: | Iteration [12/12] | Loss 0.15 | Norm 3.753
Epoch: 471/10000 | Epoch Time: 0.105 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.749
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 0.819
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.473
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.431
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.778
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.445
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 2.029
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.438
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.745
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 2.844
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 3.169
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 3.301
Epoch: 472/10000 | Epoch Time: 0.113 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 1.858
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.038
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 2.204
TRAINING: | Iteration [4/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.15 | Norm 4.066
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 2.080
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.483
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 2.622
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 5.000
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 3.700
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 1.133
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 2.765
Epoch: 473/10000 | Epoch Time: 0.120 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.071
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.742
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.321
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.756
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 2.536
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.799
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.618
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.556
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.848
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 2.386
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.374
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 2.322
Epoch: 474/10000 | Epoch Time: 0.117 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 1.662
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 2.277
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 2.503
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.544
TRAINING: | Iteration [5/12] | Loss 0.15 | Norm 2.630
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 2.149
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.372
TRAINING: | Iteration [8/12] | Loss 0.04 | Norm 1.175
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.674
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.783
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.868
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 3.205
Epoch: 475/10000 | Epoch Time: 0.103 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.625
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.362
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.750
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 0.966
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.753
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.474
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.292
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.855
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.176
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 0.907
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 0.882
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 0.761
Epoch: 476/10000 | Epoch Time: 0.105 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 2.408
TRAINING: | Iteration [2/12] | Loss 0.04 | Norm 0.781
TRAINING: | Iteration [3/12] | Loss 0.05 | Norm 1.642
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.727
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.079
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 1.564
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 1.719
TRAINING: | Iteration [8/12] | Loss 0.04 | Norm 1.458
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.385
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 1.308
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.959
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 2.905
Epoch: 477/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.783
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 3.179
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 2.801
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 1.358
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.136
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 2.860
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.299
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 2.972
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.216
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.957
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 2.100
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.623
Epoch: 478/10000 | Epoch Time: 0.106 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.975
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 1.597
TRAINING: | Iteration [3/12] | Loss 0.05 | Norm 1.121
TRAINING: | Iteration [4/12] | Loss 0.04 | Norm 0.955
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.036
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 2.589
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 1.564
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 2.993
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.954
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.545
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 1.793
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 2.010
Epoch: 479/10000 | Epoch Time: 0.104 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.893
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.446
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.314
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.536
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.253
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 0.918
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 3.582
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 2.912
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 0.974
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 3.199
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 3.395
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.286
Epoch: 480/10000 | Epoch Time: 0.104 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 4.472
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.495
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 2.351
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 1.437
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.383
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 1.407
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 1.206
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 2.202
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.498
TRAINING: | Iteration [10/12] | Loss 0.04 | Norm 0.823
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 0.754
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.549
Epoch: 481/10000 | Epoch Time: 0.106 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.761
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.595
TRAINING: | Iteration [3/12] | Loss 0.05 | Norm 2.195
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.251
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.144
TRAINING: | Iteration [6/12] | Loss 0.24 | Norm 3.987
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.695
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.855
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 0.932
TRAINING: | Iteration [10/12] | Loss 0.14 | Norm 2.544
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.208
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 1.164
Epoch: 482/10000 | Epoch Time: 0.103 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.853
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 1.791
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.630
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.249
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.794
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.104
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 2.409
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 2.283
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 1.374
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 2.208
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 2.777
TRAINING: | Iteration [12/12] | Loss 0.04 | Norm 2.081
Epoch: 483/10000 | Epoch Time: 0.108 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 3.261
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 0.931
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.758
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 2.956
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 3.451
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.381
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 0.989
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 1.523
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.230
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.813
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 1.245
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.763
Epoch: 484/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.384
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.060
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.357
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.798
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.767
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 3.370
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.342
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.134
TRAINING: | Iteration [9/12] | Loss 0.04 | Norm 0.899
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.264
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 0.497
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.755
Epoch: 485/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.765
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 0.929
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.023
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.834
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 1.816
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 2.098
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 1.659
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.308
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.295
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 2.142
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.746
TRAINING: | Iteration [12/12] | Loss 0.19 | Norm 3.841
Epoch: 486/10000 | Epoch Time: 0.115 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 1.008
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.326
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.494
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.650
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.739
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.125
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.325
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 0.828
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.758
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.212
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.430
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 0.934
Epoch: 487/10000 | Epoch Time: 0.104 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.715
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 2.037
TRAINING: | Iteration [3/12] | Loss 0.13 | Norm 2.813
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 2.498
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 2.400
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 2.151
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.835
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 2.974
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.525
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.626
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 3.478
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.242
Epoch: 488/10000 | Epoch Time: 0.118 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 1.444
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 3.107
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 2.194
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 2.059
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.883
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.017
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 2.625
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 2.081
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 2.706
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.333
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 0.853
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 3.633
Epoch: 489/10000 | Epoch Time: 0.114 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.419
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 3.614
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.531
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 0.721
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.472
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 3.542
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 2.728
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.270
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 1.782
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 2.286
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 2.985
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 2.005
Epoch: 490/10000 | Epoch Time: 0.103 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.919
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.334
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.265
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.692
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 1.569
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.133
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.717
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.588
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 2.239
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 1.470
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.450
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.557
Epoch: 491/10000 | Epoch Time: 0.106 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.044
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.728
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 3.070
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.890
TRAINING: | Iteration [5/12] | Loss 0.15 | Norm 2.929
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 2.068
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 0.978
TRAINING: | Iteration [8/12] | Loss 0.04 | Norm 0.862
TRAINING: | Iteration [9/12] | Loss 0.13 | Norm 2.925
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.057
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 0.756
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 1.097
Epoch: 492/10000 | Epoch Time: 0.104 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.773
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 2.931
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 2.691
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 1.433
TRAINING: | Iteration [5/12] | Loss 0.04 | Norm 0.666
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 3.299
TRAINING: | Iteration [7/12] | Loss 0.12 | Norm 2.562
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.527
TRAINING: | Iteration [9/12] | Loss 0.04 | Norm 0.615
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.200
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.761
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.496
Epoch: 493/10000 | Epoch Time: 0.118 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 0.719
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 0.837
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.298
TRAINING: | Iteration [4/12] | Loss 0.04 | Norm 1.946
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.307
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.440
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.738
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 2.618
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 0.920
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.241
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.509
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.555
Epoch: 494/10000 | Epoch Time: 0.106 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.357
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.135
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.764
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.103
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.697
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 3.769
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.612
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 2.259
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.615
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 1.813
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 2.162
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 3.350
Epoch: 495/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 0.976
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.780
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.197
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.821
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.163
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 3.182
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.909
TRAINING: | Iteration [8/12] | Loss 0.13 | Norm 1.986
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.556
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 2.646
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 2.939
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 3.227
Epoch: 496/10000 | Epoch Time: 0.101 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.239
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 2.833
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 2.925
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 2.013
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.235
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 2.405
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.567
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.433
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 2.173
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 0.969
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.533
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 3.138
Epoch: 497/10000 | Epoch Time: 0.118 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.615
TRAINING: | Iteration [2/12] | Loss 0.19 | Norm 3.003
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.544
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 2.707
TRAINING: | Iteration [5/12] | Loss 0.17 | Norm 3.007
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.874
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.054
